Microsoft (R) COFF/PE Dumper Version 14.00.23026.0
Copyright (C) Microsoft Corporation.  All rights reserved.
        755  2EA 0007C220 RtlConsoleMultiByteToUnicodeN = RtlConsoleMultiByteToUnicodeN
        756  2EB 000805A0 RtlContractHashTable = RtlContractHashTable
        757  2EC 000735D0 RtlConvertDeviceFamilyInfoToString = RtlConvertDeviceFamilyInfoToString
        758  2ED 00081E00 RtlConvertExclusiveToShared = RtlConvertExclusiveToShared
        759  2EE 000DBE20 RtlConvertLCIDToString = RtlConvertLCIDToString
        760  2EF 000D8150 RtlConvertSRWLockExclusiveToShared = RtlConvertSRWLockExclusiveToShared
        761  2F0 0006F0F0 RtlConvertSharedToExclusive = RtlConvertSharedToExclusive
        762  2F1 00018F20 RtlConvertSidToUnicodeString = RtlConvertSidToUnicodeString
        763  2F2 000CC390 RtlConvertToAutoInheritSecurityObject = RtlConvertToAutoInheritSecurityObject
        764  2F3 000DA360 RtlCopyBitMap = RtlCopyBitMap
        765  2F4 00070240 RtlCopyContext = RtlCopyContext
        766  2F5 000E1AE0 RtlCopyExtendedContext = RtlCopyExtendedContext
        767  2F6 00078C40 RtlCopyLuid = RtlCopyLuid
        768  2F7 000D65F0 RtlCopyLuidAndAttributesArray = RtlCopyLuidAndAttributesArray
        769  2F8 00082ED0 RtlCopyMappedMemory = RtlCopyMappedMemory
        770  2F9 000AB2C0 RtlCopyMemory = memcpy
        771  2FA 000A9030 RtlCopyMemoryNonTemporal = RtlCopyMemoryNonTemporal
        772  2FB 000CB890 RtlCopyMemoryStreamTo = RtlCloneMemoryStream
        773  2FC 000CB890 RtlCopyOutOfProcessMemoryStreamTo = RtlCloneMemoryStream
        774  2FD 000714B0 RtlCopySecurityDescriptor = RtlCopySecurityDescriptor
        775  2FE 00061F50 RtlCopySid = RtlCopySid
        776  2FF 000D6620 RtlCopySidAndAttributesArray = RtlCopySidAndAttributesArray
        777  300 00083D60 RtlCopyString = RtlCopyString
        778  301 00019770 RtlCopyUnicodeString = RtlCopyUnicodeString
        779  302 0007B400 RtlCrc32 = RtlCrc32
        780  303 000E2250 RtlCrc64 = RtlCrc64
        781  304 000600A0 RtlCreateAcl = RtlCreateAcl
        782  305 00043010 RtlCreateActivationContext = RtlCreateActivationContext
        783  306 00065070 RtlCreateAndSetSD = RtlCreateAndSetSD
        784  307 00044060 RtlCreateAtomTable = RtlCreateAtomTable
        785  308 000E2270 RtlCreateBootStatusDataFile = RtlCreateBootStatusDataFile
        786  309 0007AE90 RtlCreateBoundaryDescriptor = RtlCreateBoundaryDescriptor
        787  30A 0004CF20 RtlCreateEnvironment = RtlCreateEnvironment
        788  30B 0004D560 RtlCreateEnvironmentEx = RtlCreateEnvironmentEx
        789  30C 0006FAE0 RtlCreateHashTable = RtlCreateHashTable
        790  30D 0008E190 RtlCreateHashTableEx = RtlCreateHashTableEx
        791  30E 00055040 RtlCreateHeap = RtlCreateHeap
        792  30F 00001010 RtlCreateMemoryBlockLookaside = RtlCreateMemoryBlockLookaside
        793  310 000011E0 RtlCreateMemoryZone = RtlCreateMemoryZone
        794  311 000CBED0 RtlCreateProcessParameters = RtlCreateProcessParameters
        795  312 0004CF40 RtlCreateProcessParametersEx = RtlCreateProcessParametersEx
        796  313 0008C6B0 RtlCreateProcessReflection = RtlCreateProcessReflection
        797  314 00042B40 RtlCreateQueryDebugBuffer = RtlCreateQueryDebugBuffer
        798  315 000DB9F0 RtlCreateRegistryKey = RtlCreateRegistryKey
        799  316 00061B60 RtlCreateSecurityDescriptor = RtlCreateSecurityDescriptor
        800  317 00062790 RtlCreateServiceSid = RtlCreateServiceSid
        801  318 00087C20 RtlCreateSystemVolumeInformationFolder = RtlCreateSystemVolumeInformationFolder
        802  319 0004EBB0 RtlCreateTagHeap = RtlCreateTagHeap
        803  31A 000080E0 RtlCreateTimer = RtlCreateTimer
        804  31B 00080700 RtlCreateTimerQueue = RtlCreateTimerQueue
        805  31C 000E2BC0 RtlCreateUmsCompletionList = RtlCreateUmsCompletionList
        806  31D 000E2CE0 RtlCreateUmsThreadContext = RtlCreateUmsThreadContext
        807  31E 00018CF0 RtlCreateUnicodeString = RtlCreateUnicodeString
        808  31F 000115D0 RtlCreateUnicodeStringFromAsciiz = RtlCreateUnicodeStringFromAsciiz
        809  320 000882B0 RtlCreateUserProcess = RtlCreateUserProcess
        810  321 000CC3A0 RtlCreateUserSecurityObject = RtlCreateUserSecurityObject
        811  322 00083000 RtlCreateUserStack = RtlCreateUserStack
        812  323 00044E50 RtlCreateUserThread = RtlCreateUserThread
        813  324 00064EC0 RtlCreateVirtualAccountSid = RtlCreateVirtualAccountSid
        814  325 0001CCF0 RtlCultureNameToLCID = RtlCultureNameToLCID
        815  326 000D51D0 RtlCustomCPToUnicodeN = RtlCustomCPToUnicodeN
        816  327 000671E0 RtlCutoverTimeToSystemTime = RtlCutoverTimeToSystemTime
        817  328 000CCCE0 RtlDeCommitDebugInfo = RtlDeCommitDebugInfo
        818  329 000CBF40 RtlDeNormalizeProcessParams = RtlDeNormalizeProcessParams
        819  32A 00075E00 RtlDeactivateActivationContext = RtlDeactivateActivationContext
        820  32B 00014C90 RtlDeactivateActivationContextUnsafeFast = RtlDeactivateActivationContextUnsafeFast
        821  32C 00081800 RtlDebugPrintTimes = LdrQueryModuleInfoLocalLoaderLock32
        822  32D 0005C6B0 RtlDecodePointer = RtlDecodePointer
        823  32E 000D0500 RtlDecodeRemotePointer = RtlDecodeRemotePointer
        824  32F 00083770 RtlDecodeSystemPointer = RtlDecodeSystemPointer
        825  330 00089940 RtlDecompressBuffer = RtlDecompressBuffer
        826  331 00086840 RtlDecompressBufferEx = RtlDecompressBufferEx
        827  332 000E1860 RtlDecompressFragment = RtlDecompressFragment
        828  333 000CC420 RtlDefaultNpAcl = RtlDefaultNpAcl
        829  334 0006D680 RtlDelete = RtlDelete
        830  335 00078D60 RtlDeleteAce = RtlDeleteAce
        831  336 000436B0 RtlDeleteAtomFromAtomTable = RtlDeleteAtomFromAtomTable
        832  337 000DB6A0 RtlDeleteBarrier = RtlDeleteBarrier
        833  338 000204A0 RtlDeleteBoundaryDescriptor = NtdllpFreeStringRoutine
        834  339 00059A50 RtlDeleteCriticalSection = RtlDeleteCriticalSection
        835  33A 0006D150 RtlDeleteElementGenericTable = RtlDeleteElementGenericTable
        836  33B 00068420 RtlDeleteElementGenericTableAvl = RtlDeleteElementGenericTableAvl
        837  33C 000686C0 RtlDeleteElementGenericTableAvlEx = RtlDeleteElementGenericTableAvlEx
        838  33D 0007B210 RtlDeleteFunctionTable = RtlDeleteFunctionTable
        839  33E 0007C730 RtlDeleteGrowableFunctionTable = RtlDeleteGrowableFunctionTable
        840  33F 0007EA30 RtlDeleteHashTable = RtlDeleteHashTable
        841  340 0006D720 RtlDeleteNoSplay = RtlDeleteNoSplay
        842  341 000897B0 RtlDeleteRegistryValue = RtlDeleteRegistryValue
        843  342 00059A00 RtlDeleteResource = RtlDeleteResource
        844  343 0007B890 RtlDeleteSecurityObject = RtlDeleteSecurityObject
        845  344 00007E80 RtlDeleteTimer = RtlDeleteTimer
        846  345 000F5250 RtlDeleteTimerQueue = RtlDeleteTimerQueue
        847  346 00081B50 RtlDeleteTimerQueueEx = RtlDeleteTimerQueueEx
        848  347 000E2DF0 RtlDeleteUmsCompletionList = RtlDeleteUmsCompletionList
        849  348 000E2E50 RtlDeleteUmsThreadContext = RtlDeleteUmsThreadContext
        850  349 000E2EB0 RtlDequeueUmsCompletionListItems = RtlDequeueUmsCompletionListItems
        851  34A 000E37C0 RtlDeregisterSecureMemoryCacheCallback = RtlDeregisterSecureMemoryCacheCallback
        852  34B 00004590 RtlDeregisterWait = RtlDeregisterWait
        853  34C 00006D30 RtlDeregisterWaitEx = RtlDeregisterWaitEx
        854  34D 000625E0 RtlDeriveCapabilitySidsFromName = RtlDeriveCapabilitySidsFromName
        855  34E 000D9920 RtlDestroyAtomTable = RtlDestroyAtomTable
        856  34F 0004D540 RtlDestroyEnvironment = RtlDestroyEnvironment
        857  350 000849F0 RtlDestroyHandleTable = RtlDestroyHandleTable
        858  351 00058E10 RtlDestroyHeap = RtlDestroyHeap
        859  352 000031C0 RtlDestroyMemoryBlockLookaside = RtlDestroyMemoryBlockLookaside
        860  353 00003220 RtlDestroyMemoryZone = RtlDestroyMemoryZone
        861  354 00080660 RtlDestroyProcessParameters = RtlDestroyProcessParameters
        862  355 0006CC60 RtlDestroyQueryDebugBuffer = RtlDestroyQueryDebugBuffer
        863  356 0005B510 RtlDetectHeapLeaks = RtlDetectHeapLeaks
        864  357 00044280 RtlDetermineDosPathNameType_U = RtlDetermineDosPathNameType_U
        865  358 000C81C0 RtlDisableThreadProfiling = RtlDisableThreadProfiling
        866  359 00054260 RtlDllShutdownInProgress = RtlDllShutdownInProgress
        867  35A 000792B0 RtlDnsHostNameToComputerName = RtlDnsHostNameToComputerName
        868  35B 00086220 RtlDoesFileExists_U = RtlDoesFileExists_U
        869  35C 000152C0 RtlDosApplyFileIsolationRedirection_Ustr = RtlDosApplyFileIsolationRedirection_Ustr
        870  35D 00077F50 RtlDosPathNameToNtPathName_U = RtlDosPathNameToNtPathName_U
        871  35E 00046F40 RtlDosPathNameToNtPathName_U_WithStatus = RtlDosPathNameToNtPathName_U_WithStatus
        872  35F 00042B10 RtlDosPathNameToRelativeNtPathName_U = RtlDosPathNameToRelativeNtPathName_U
        873  360 00015020 RtlDosPathNameToRelativeNtPathName_U_WithStatus = RtlDosPathNameToRelativeNtPathName_U_WithStatus
        874  361 00044070 RtlDosSearchPath_U = RtlDosSearchPath_U
        875  362 000182F0 RtlDosSearchPath_Ustr = RtlDosSearchPath_Ustr
        876  363 000D9D50 RtlDowncaseUnicodeChar = RtlDowncaseUnicodeChar
        877  364 000760A0 RtlDowncaseUnicodeString = RtlDowncaseUnicodeString
        878  365 000CB940 RtlDumpResource = RtlDumpResource
        879  366 00077220 RtlDuplicateUnicodeString = RtlDuplicateUnicodeString
        880  367 000D9A00 RtlEmptyAtomTable = RtlEmptyAtomTable
        881  368 000CB990 RtlEnableEarlyCriticalSectionEventCreation = RtlEnableEarlyCriticalSectionEventCreation
        882  369 000C8230 RtlEnableThreadProfiling = RtlEnableThreadProfiling
        883  36A 00072800 RtlEncodePointer = RtlEncodePointer
        884  36B 000D0570 RtlEncodeRemotePointer = RtlEncodeRemotePointer
        885  36C 00084090 RtlEncodeSystemPointer = RtlEncodeSystemPointer
        886  36D 0007F0A0 RtlEndEnumerationHashTable = RtlEndEnumerationHashTable
        887  36E 00081800 RtlEndStrongEnumerationHashTable = LdrQueryModuleInfoLocalLoaderLock32
        888  36F 000E1A00 RtlEndWeakEnumerationHashTable = RtlEndWeakEnumerationHashTable
        889  370 0002E600 RtlEnterCriticalSection = RtlEnterCriticalSection
        890  371 000E2F40 RtlEnterUmsSchedulingMode = RtlEnterUmsSchedulingMode
        891  372 000DF680 RtlEnumProcessHeaps = RtlEnumProcessHeaps
        892  373 0006F9E0 RtlEnumerateEntryHashTable = RtlEnumerateEntryHashTable
        893  374 0006D0C0 RtlEnumerateGenericTable = RtlEnumerateGenericTable
        894  375 0006B740 RtlEnumerateGenericTableAvl = RtlEnumerateGenericTableAvl
        895  376 000E3570 RtlEnumerateGenericTableLikeADirectory = RtlEnumerateGenericTableLikeADirectory
        896  377 0006BEF0 RtlEnumerateGenericTableWithoutSplaying = RtlEnumerateGenericTableWithoutSplaying
        897  378 00078B80 RtlEnumerateGenericTableWithoutSplayingAvl = RtlEnumerateGenericTableWithoutSplayingAvl
        898  379 00068D30 RtlEqualComputerName = RtlEqualComputerName
        899  37A 00069000 RtlEqualDomainName = RtlEqualDomainName
        900  37B 000D66E0 RtlEqualLuid = RtlEqualLuid
        901  37C 00060C20 RtlEqualPrefixSid = RtlEqualPrefixSid
        902  37D 0005DB20 RtlEqualSid = RtlEqualSid
        903  37E 00072410 RtlEqualString = RtlEqualString
        904  37F 00014DE0 RtlEqualUnicodeString = RtlEqualUnicodeString
        905  380 000862D0 RtlEqualWnfChangeStamps = RtlEqualWnfChangeStamps
        906  381 0008B110 RtlEraseUnicodeString = RtlEraseUnicodeString
        907  382 000E45D0 RtlEthernetAddressToStringA = RtlEthernetAddressToStringA
        908  383 000E4830 RtlEthernetAddressToStringW = RtlEthernetAddressToStringW
        909  384 000E48A0 RtlEthernetStringToAddressA = RtlEthernetStringToAddressA
        910  385 000E49F0 RtlEthernetStringToAddressW = RtlEthernetStringToAddressW
        911  386 000E3020 RtlExecuteUmsThread = RtlExecuteUmsThread
        912  387 0005ADD0 RtlExitUserProcess = RtlExitUserProcess
        913  388 0005C320 RtlExitUserThread = RtlExitUserThread
        914  389 00048D00 RtlExpandEnvironmentStrings = RtlExpandEnvironmentStrings
        915  38A 00048C80 RtlExpandEnvironmentStrings_U = RtlExpandEnvironmentStrings_U
        916  38B 0006F630 RtlExpandHashTable = RtlExpandHashTable
        917  38C 000D9B90 RtlExtendMemoryBlockLookaside = RtlExtendMemoryBlockLookaside
        918  38D 000D9C00 RtlExtendMemoryZone = RtlExtendMemoryZone
        919  38E 000DA560 RtlExtractBitMap = RtlExtractBitMap
        920  38F 000A9150 RtlFillMemory = RtlFillMemory
        921  390 00081800 RtlFinalReleaseOutOfProcessMemoryStream = LdrQueryModuleInfoLocalLoaderLock32
        922  391 00060D30 RtlFindAceByType = RtlFindAceByType
        923  392 000124A0 RtlFindActivationContextSectionGuid = RtlFindActivationContextSectionGuid
        924  393 00015B40 RtlFindActivationContextSectionString = RtlFindActivationContextSectionString
        925  394 00017BC0 RtlFindCharInUnicodeString = RtlFindCharInUnicodeString
        926  395 00041400 RtlFindClearBits = RtlFindClearBits
        927  396 000410B0 RtlFindClearBitsAndSet = RtlFindClearBitsAndSet
        928  397 000DA700 RtlFindClearRuns = RtlFindClearRuns
        929  398 000DF370 RtlFindClosestEncodableLength = RtlFindClosestEncodableLength
        930  399 0004E340 RtlFindLastBackwardRunClear = RtlFindLastBackwardRunClear
        931  39A 000848B0 RtlFindLeastSignificantBit = RtlFindLeastSignificantBit
        932  39B 000DA9C0 RtlFindLongestRunClear = RtlFindLongestRunClear
        933  39C 0006FCC0 RtlFindMessage = RtlFindMessage
        934  39D 00084930 RtlFindMostSignificantBit = RtlFindMostSignificantBit
        935  39E 0004E400 RtlFindNextForwardRunClear = RtlFindNextForwardRunClear
        936  39F 00089400 RtlFindSetBits = RtlFindSetBits
        937  3A0 000DAA00 RtlFindSetBitsAndClear = RtlFindSetBitsAndClear
        938  3A1 000D9DB0 RtlFindUnicodeSubstring = RtlFindUnicodeSubstring
        939  3A2 000A85F0 RtlFirstEntrySList = FirstEntrySList
        940  3A3 00019370 RtlFirstFreeAce = RtlFirstFreeAce
        941  3A4 00040ED0 RtlFlsAlloc = RtlFlsAlloc
        942  3A5 00040050 RtlFlsFree = RtlFlsFree
        943  3A6 0004F240 RtlFlushHeaps = RtlFlushHeaps
        944  3A7 000E3880 RtlFlushSecureMemoryCache = RtlFlushSecureMemoryCache
        945  3A8 00018D80 RtlFormatCurrentUserKeyPath = RtlFormatCurrentUserKeyPath
        946  3A9 000E4B30 RtlFormatMessage = RtlFormatMessage
        947  3AA 0004A570 RtlFormatMessageEx = RtlFormatMessageEx
        948  3AB 00075D20 RtlFreeActivationContextStack = RtlFreeActivationContextStack
        949  3AC 0001C680 RtlFreeAnsiString = RtlFreeAnsiString
        950  3AD 00043670 RtlFreeHandle = RtlFreeHandle
        951  3AE 000204C0 RtlFreeHeap = RtlFreeHeap
        952  3AF 000FD150 RtlFreeMemoryBlockLookaside = RtlFreeMemoryBlockLookaside
        953  3B0 00082FE0 RtlFreeOemString = RtlFreeOemString
        954  3B1 00078030 RtlFreeSid = RtlFreeSid
        955  3B2 00075CE0 RtlFreeThreadActivationContextStack = RtlFreeThreadActivationContextStack
        956  3B3 0001C680 RtlFreeUnicodeString = RtlFreeAnsiString
        957  3B4 00085970 RtlFreeUserStack = RtlFreeUserStack
        958  3B5 0004C560 RtlGUIDFromString = RtlGUIDFromString
        959  3B6 000E4DF0 RtlGenerate8dot3Name = RtlGenerate8dot3Name
        960  3B7 00075930 RtlGetAce = RtlGetAce
        961  3B8 00078210 RtlGetActiveActivationContext = RtlGetActiveActivationContext
        962  3B9 0000C2D0 RtlGetAppContainerNamedObjectPath = RtlGetAppContainerNamedObjectPath
        963  3BA 00003B50 RtlGetAppContainerParent = RtlGetAppContainerParent
        964  3BB 00061FF0 RtlGetAppContainerSidType = RtlGetAppContainerSidType
        965  3BC 000DB7C0 RtlGetCallersAddress = RtlGetCallersAddress
        966  3BD 0007F0F0 RtlGetCompressionWorkSpaceSize = RtlGetCompressionWorkSpaceSize
        967  3BE 0007ADE0 RtlGetControlSecurityDescriptor = RtlGetControlSecurityDescriptor
        968  3BF 000729C0 RtlGetCriticalSectionRecursionCount = RtlGetCriticalSectionRecursionCount
        969  3C0 00077B30 RtlGetCurrentDirectory_U = RtlGetCurrentDirectory_U
        970  3C1 0008E0B0 RtlGetCurrentPeb = RtlGetCurrentPeb
        971  3C2 000A49C0 RtlGetCurrentProcessorNumber = RtlGetCurrentProcessorNumber
        972  3C3 000A49F0 RtlGetCurrentProcessorNumberEx = RtlGetCurrentProcessorNumberEx
        973  3C4 0007FED0 RtlGetCurrentServiceSessionId = RtlGetCurrentServiceSessionId
        974  3C5 00075750 RtlGetCurrentTransaction = RtlGetCurrentTransaction
        975  3C6 00067160 RtlGetCurrentUmsThread = RtlGetCurrentUmsThread
        976  3C7 00076330 RtlGetDaclSecurityDescriptor = RtlGetDaclSecurityDescriptor
        977  3C8 000736B0 RtlGetDeviceFamilyInfoEnum = RtlGetDeviceFamilyInfoEnum
        978  3C9 00082B20 RtlGetElementGenericTable = RtlGetElementGenericTable
        979  3CA 000E36A0 RtlGetElementGenericTableAvl = RtlGetElementGenericTableAvl
        980  3CB 000825B0 RtlGetEnabledExtendedFeatures = RtlGetEnabledExtendedFeatures
        981  3CC 000829E0 RtlGetExePath = RtlGetExePath
        982  3CD 00070540 RtlGetExtendedContextLength = RtlGetExtendedContextLength
        983  3CE 000842F0 RtlGetExtendedFeaturesMask = RtlGetExtendedFeaturesMask
        984  3CF 0003EEC0 RtlGetFileMUIPath = RtlGetFileMUIPath
        985  3D0 000C8F80 RtlGetFrame = RtlGetFrame
        986  3D1 00041830 RtlGetFullPathName_U = RtlGetFullPathName_U
        987  3D2 00018C30 RtlGetFullPathName_UEx = RtlGetFullPathName_UEx
        988  3D3 00018940 RtlGetFullPathName_UstrEx = RtlGetFullPathName_UstrEx
        989  3D4 000864E0 RtlGetFunctionTableListHead = RtlGetFunctionTableListHead
        990  3D5 0007C090 RtlGetGroupSecurityDescriptor = RtlGetGroupSecurityDescriptor
        991  3D6 00043C40 RtlGetIntegerAtom = RtlGetIntegerAtom
        992  3D7 000D5E90 RtlGetInterruptTimePrecise = RtlGetInterruptTimePrecise
        993  3D8 00083980 RtlGetLastNtStatus = RtlGetLastNtStatus
        994  3D9 00085690 RtlGetLastWin32Error = RtlGetLastWin32Error
        995  3DA 0006E790 RtlGetLengthWithoutLastFullDosOrNtPathElement = RtlGetLengthWithoutLastFullDosOrNtPathElement
        996  3DB 00088C00 RtlGetLengthWithoutTrailingPathSeperators = RtlGetLengthWithoutTrailingPathSeperators
        997  3DC 0003EB00 RtlGetLocaleFileMappingAddress = RtlGetLocaleFileMappingAddress
        998  3DD 00084100 RtlGetLongestNtPathLength = RtlGetLongestNtPathLength
        999  3DE 000A5490 RtlGetNativeSystemInformation = NtQuerySystemInformation
       1000  3DF 0007D220 RtlGetNextEntryHashTable = RtlGetNextEntryHashTable
       1001  3E0 000E31C0 RtlGetNextUmsListItem = RtlGetNextUmsListItem
       1002  3E1 000DBA30 RtlGetNtGlobalFlags = RtlGetNtGlobalFlags
       1003  3E2 00074100 RtlGetNtProductType = RtlGetNtProductType
       1004  3E3 000817D0 RtlGetNtVersionNumbers = RtlGetNtVersionNumbers
       1005  3E4 0007AC30 RtlGetOwnerSecurityDescriptor = RtlGetOwnerSecurityDescriptor
       1006  3E5 0003E6D0 RtlGetParentLocaleName = RtlGetParentLocaleName
       1007  3E6 0008E0F0 RtlGetProcessHeaps = RtlGetProcessHeaps
       1008  3E7 000DBF30 RtlGetProcessPreferredUILanguages = RtlGetProcessPreferredUILanguages
       1009  3E8 0007E780 RtlGetProductInfo = RtlGetProductInfo
       1010  3E9 00079150 RtlGetSaclSecurityDescriptor = RtlGetSaclSecurityDescriptor
       1011  3EA 00082CD0 RtlGetSearchPath = RtlGetSearchPath
       1012  3EB 00082CB0 RtlGetSecurityDescriptorRMControl = RtlGetSecurityDescriptorRMControl
       1013  3EC 00084700 RtlGetSetBootStatusData = RtlGetSetBootStatusData
       1014  3ED 0003D510 RtlGetSystemPreferredUILanguages = RtlGetSystemPreferredUILanguages
       1015  3EE 0004A3A0 RtlGetSystemTimePrecise = RtlGetSystemTimePrecise
       1016  3EF 0007E230 RtlGetThreadErrorMode = RtlGetThreadErrorMode
       1017  3F0 000DC030 RtlGetThreadLangIdByIndex = RtlGetThreadLangIdByIndex
       1018  3F1 00019AB0 RtlGetThreadPreferredUILanguages = RtlGetThreadPreferredUILanguages
       1019  3F2 000DC100 RtlGetUILanguageInfo = RtlGetUILanguageInfo
       1020  3F3 000E31F0 RtlGetUmsCompletionListEvent = RtlGetUmsCompletionListEvent
       1021  3F4 000C9740 RtlGetUnloadEventTrace = RtlGetUnloadEventTrace
       1022  3F5 000859B0 RtlGetUnloadEventTraceEx = RtlGetUnloadEventTraceEx
       1023  3F6 000741F0 RtlGetUserInfoHeap = RtlGetUserInfoHeap
       1024  3F7 0003DC30 RtlGetUserPreferredUILanguages = RtlGetUserPreferredUILanguages
       1025  3F8 00073FD0 RtlGetVersion = RtlGetVersion
       1026  3F9 000D30A0 RtlGrowFunctionTable = RtlGrowFunctionTable
       1027  3FA 00017AC0 RtlHashUnicodeString = RtlHashUnicodeString
       1028  3FB 000E5E90 RtlHeapTrkInitialize = RtlHeapTrkInitialize
       1029  3FC 00078200 RtlIdentifierAuthoritySid = RtlIdentifierAuthoritySid
       1030  3FD 00069850 RtlIdnToAscii = RtlIdnToAscii
       1031  3FE 000E6C80 RtlIdnToNameprepUnicode = RtlIdnToNameprepUnicode
       1032  3FF 00069FD0 RtlIdnToUnicode = RtlIdnToUnicode
       1033  400 00031CB0 RtlImageDirectoryEntryToData = RtlImageDirectoryEntryToData
       1034  401 000322B0 RtlImageNtHeader = RtlImageNtHeader
       1035  402 000347E0 RtlImageNtHeaderEx = RtlImageNtHeaderEx
       1036  403 000312C0 RtlImageRvaToSection = RtlImageRvaToSection
       1037  404 0007D2B0 RtlImageRvaToVa = RtlImageRvaToVa
       1038  405 00078910 RtlImpersonateSelf = RtlImpersonateSelf
       1039  406 00078920 RtlImpersonateSelfEx = RtlImpersonateSelfEx
       1040  407 00010190 RtlInitAnsiString = RtlInitAnsiString
       1041  408 00011590 RtlInitAnsiStringEx = RtlInitAnsiStringEx
       1042  409 000DB6F0 RtlInitBarrier = RtlInitBarrier
       1043  40A 00083810 RtlInitCodePageTable = RtlInitCodePageTable
       1044  40B 0006F7F0 RtlInitEnumerationHashTable = RtlInitEnumerationHashTable
       1045  40C 00081800 RtlInitMemoryStream = LdrQueryModuleInfoLocalLoaderLock32
       1046  40D 000837A0 RtlInitNlsTables = RtlInitNlsTables
       1047  40E 00081800 RtlInitOutOfProcessMemoryStream = LdrQueryModuleInfoLocalLoaderLock32
       1048  40F 00010190 RtlInitString = RtlInitAnsiString
       1049  410 000DA2E0 RtlInitStringEx = RtlInitStringEx
       1050  411 000E1A10 RtlInitStrongEnumerationHashTable = RtlInitStrongEnumerationHashTable
       1051  412 0001CED0 RtlInitUnicodeString = RtlInitUnicodeString
       1052  413 00017E30 RtlInitUnicodeStringEx = RtlInitUnicodeStringEx
       1053  414 000E1A50 RtlInitWeakEnumerationHashTable = RtlInitWeakEnumerationHashTable
       1054  415 000820F0 RtlInitializeAtomPackage = CsrIdentifyAlertableThread
       1055  416 000781F0 RtlInitializeBitMap = RtlInitializeBitMap
       1056  417 00072270 RtlInitializeConditionVariable = RtlInitializeConditionVariable
       1057  418 000E6CC0 RtlInitializeContext = RtlInitializeContext
       1058  419 0006CF50 RtlInitializeCriticalSection = RtlInitializeCriticalSection
       1059  41A 0006CE40 RtlInitializeCriticalSectionAndSpinCount = RtlInitializeCriticalSectionAndSpinCount
       1060  41B 00054D80 RtlInitializeCriticalSectionEx = RtlInitializeCriticalSectionEx
       1061  41C 000703E0 RtlInitializeExtendedContext = RtlInitializeExtendedContext
       1062  41D 0007F9B0 RtlInitializeGenericTable = RtlInitializeGenericTable
       1063  41E 00081E50 RtlInitializeGenericTableAvl = RtlInitializeGenericTableAvl
       1064  41F 0007E9D0 RtlInitializeHandleTable = RtlInitializeHandleTable
       1065  420 000951D0 RtlInitializeNtUserPfn = RtlInitializeNtUserPfn
       1066  421 00087A50 RtlInitializeRXact = RtlInitializeRXact
       1067  422 00054B40 RtlInitializeResource = RtlInitializeResource
       1068  423 00072240 RtlInitializeSListHead = InitializeSListHead
       1069  424 00072270 RtlInitializeSRWLock = RtlInitializeConditionVariable
       1070  425 00061D60 RtlInitializeSid = RtlInitializeSid
       1071  426 00061F90 RtlInitializeSidEx = RtlInitializeSidEx
       1072  427 0006D1F0 RtlInsertElementGenericTable = RtlInsertElementGenericTable
       1073  428 00068460 RtlInsertElementGenericTableAvl = RtlInsertElementGenericTableAvl
       1074  429 0006D260 RtlInsertElementGenericTableFull = RtlInsertElementGenericTableFull
       1075  42A 000684D0 RtlInsertElementGenericTableFullAvl = RtlInsertElementGenericTableFullAvl
       1076  42B 0006F860 RtlInsertEntryHashTable = RtlInsertEntryHashTable
       1077  42C 0007F780 RtlInstallFunctionTableCallback = RtlInstallFunctionTableCallback
       1078  42D 000DB820 RtlInt64ToUnicodeString = RtlInt64ToUnicodeString
       1079  42E 00011310 RtlIntegerToChar = RtlIntegerToChar
       1080  42F 00011410 RtlIntegerToUnicodeString = RtlIntegerToUnicodeString
       1081  430 0007A9D0 RtlInterlockedClearBitRun = RtlInterlockedClearBitRun
       1082  431 000729F0 RtlInterlockedFlushSList = RtlInterlockedFlushSList
       1083  432 000A8600 RtlInterlockedPopEntrySList = ExpInterlockedPopEntrySList
       1084  433 0004E7E0 RtlInterlockedPushEntrySList = RtlInterlockedPushEntrySList
       1085  434 000A86B0 RtlInterlockedPushListSList = InterlockedPushListSList
       1086  435 000E6F60 RtlInterlockedPushListSListEx = RtlInterlockedPushListSListEx
       1087  436 000DADB0 RtlInterlockedSetBitRun = RtlInterlockedSetBitRun
       1088  437 000DF420 RtlIoDecodeMemIoResource = RtlIoDecodeMemIoResource
       1089  438 000DF4C0 RtlIoEncodeMemIoResource = RtlIoEncodeMemIoResource
       1090  439 00082C60 RtlIpv4AddressToStringA = RtlIpv4AddressToStringA
       1091  43A 000E4640 RtlIpv4AddressToStringExA = RtlIpv4AddressToStringExA
       1092  43B 0007DEA0 RtlIpv4AddressToStringExW = RtlIpv4AddressToStringExW
       1093  43C 0007DF70 RtlIpv4AddressToStringW = RtlIpv4AddressToStringW
       1094  43D 0007BD20 RtlIpv4StringToAddressA = RtlIpv4StringToAddressA
       1095  43E 0007BBF0 RtlIpv4StringToAddressExA = RtlIpv4StringToAddressExA
       1096  43F 00069C80 RtlIpv4StringToAddressExW = RtlIpv4StringToAddressExW
       1097  440 00069DC0 RtlIpv4StringToAddressW = RtlIpv4StringToAddressW
       1098  441 000493C0 RtlIpv6AddressToStringA = RtlIpv6AddressToStringA
       1099  442 000E4700 RtlIpv6AddressToStringExA = RtlIpv6AddressToStringExA
